1	1	0.01930111990642417	0.023843280656528878	5.966493357856205	0.37055916509732933	2.2890807197843846e-7	1.3705419864933713e-7	8.770133547208592e-5	3.059152703924755e-5
1	2	0.02227914160889399	0.024715870413007306	5.902656012316099	0.10653274542825587	1.5097967440348547e-7	1.2196040382008544e-7	4.0833870584083034e-5	6.656699810314676e-6
1	3	0.023635866721670076	0.02512689460419733	5.838484553447079	0.05779753278012344	1.3146171037230438e-7	1.1803813223767521e-7	3.2578087741666186e-5	3.211390912364319e-6
1	4	0.024333534155013645	0.025320337659419045	5.7853801177416555	0.03769066995909634	1.2407554362919327e-7	1.1657293397284242e-7	3.0081544837095113e-5	1.736943775135145e-6
1	5	0.02473319983604959	0.02542480562767669	5.726391796542542	0.02714026695199605	1.2058831450188867e-7	1.1588462248955407e-7	2.8116859212094444e-5	1.0149131679992145e-6
1	6	0.024975978746026497	0.025490205981803	5.673969920985206	0.02072662055222326	1.1870209771022592e-7	1.1550198827789178e-7	2.679357268417673e-5	6.476735666234229e-7
1	7	0.02513662404012383	0.02553569019749829	5.617024784536731	0.016396458442663405	1.175882375071477e-7	1.1526258275205955e-7	2.5384633493058547e-5	4.4186629575434396e-7
1	8	0.02524573459737015	0.025569313024430752	5.565147931770159	0.013276019417985464	1.1687756169557379e-7	1.151005752433128e-7	2.4310030843203747e-5	3.163812414326727e-7
1	9	0.025326463605067535	0.025594985509537014	5.509729129619975	0.01093909952329861	1.1640190415649156e-7	1.1498517224993018e-7	2.315254350429641e-5	2.350356776547552e-7
1	10	0.02538564767160882	0.025614941320424377	5.4585334074240155	0.009146525971055933	1.1606303005046413e-7	1.1490004850811834e-7	2.2226778873976772e-5	1.7978789748526096e-7
2	1	0.02228309242698114	0.024768296708261514	5.92406409829569	0.11294744638530349	1.501332094742101e-7	1.2211280515585092e-7	4.136389986170686e-5	4.399165821899577e-6
2	2	0.023632456659027502	0.025170221725948502	5.868784015340434	0.052757169766849105	1.3100105577028298e-7	1.1833817607583793e-7	3.365999588373256e-5	1.6668191960631682e-6
2	3	0.02433503962563818	0.025351929494844445	5.807836794528721	0.03303821125652128	1.238222014681101e-7	1.1687173333698187e-7	3.093429939157487e-5	8.603702057864761e-7
