1	1	0.2121171501820593	0.21211715018205923	3.5793690841851e-15	2.0128030258467346e-15	1.0892700369751507e-6	1.0892700398571585e-6	3.658797589336565e-15	1.6466823777501836e-15
1	2	0.21211715018205923	0.2121171501820593	3.574961620236675e-15	1.5440215170284057e-15	1.0892700369506368e-6	1.0892700393888736e-6	3.3802887816065095e-15	1.4055317593940058e-15
1	3	0.2121171501820593	0.2121171501820592	3.4608441271281875e-15	1.9093672740838262e-15	1.0892700369289262e-6	1.0892700389891677e-6	3.122979705851184e-15	1.199696133706101e-15
1	4	0.21211715018205923	0.21211715018205934	3.572131045163309e-15	1.7856910415062568e-15	1.0892700369080022e-6	1.0892700386479974e-6	2.8852576450071127e-15	1.0240046647783238e-15
1	5	0.2121171501820593	0.2121171501820594	3.492135045327839e-15	1.7668231005184682e-15	1.0892700368894712e-6	1.0892700383567904e-6	2.6656306434187975e-15	8.740426277435503e-16
1	6	0.21211715018205923	0.2121171501820593	3.572226582050125e-15	1.7337656863935908e-15	1.0892700368716113e-6	1.0892700381082299e-6	2.462722222990129e-15	7.460421807671587e-16
1	7	0.2121171501820593	0.2121171501820593	3.4922020391466007e-15	1.6783135559046734e-15	1.089270036855794e-6	1.0892700378960697e-6	2.275258761091639e-15	6.367866491751207e-16
1	8	0.21211715018205923	0.2121171501820593	3.5722325537829095e-15	1.6651606292687387e-15	1.08927003684055e-6	1.08927003771498e-6	2.102065646130117e-15	5.435316274095946e-16
1	9	0.2121171501820593	0.21211715018205932	3.49220622665616e-15	1.741249363906981e-15	1.089270036827049e-6	1.08927003756041e-6	1.9420555285818674e-15	4.639332757861228e-16
1	10	0.21211715018205923	0.21211715018205932	3.572232927018854e-15	1.7412390702433106e-15	1.0892700368140372e-6	1.0892700374284764e-6	1.794226478076448e-15	3.959916512444248e-16
2	1	0.2121171501820593	0.21211715018205923	3.5793690841851e-15	2.0128030258467346e-15	1.0892700369751507e-6	1.0892700398571585e-6	3.658797589336565e-15	1.6466823777501836e-15
2	2	0.21211715018205923	0.2121171501820593	3.574961620236675e-15	1.5440215170284057e-15	1.0892700369506368e-6	1.0892700393888736e-6	3.3802887816065095e-15	1.4055317593940058e-15
2	3	0.2121171501820593	0.2121171501820592	3.4608441271281875e-15	1.9093672740838262e-15	1.0892700369289262e-6	1.0892700389891677e-6	3.122979705851184e-15	1.199696133706101e-15
2	4	0.21211715018205923	0.21211715018205934	3.572131045163309e-15	1.7856910415062568e-15	1.0892700369080022e-6	1.0892700386479974e-6	2.8852576450071127e-15	1.0240046647783238e-15
2	5	0.2121171501820593	0.2121171501820594	3.492135045327839e-15	1.7668231005184682e-15	1.0892700368894712e-6	1.0892700383567904e-6	2.6656306434187975e-15	8.740426277435503e-16
2	6	0.21211715018205923	0.2121171501820593	3.572226582050125e-15	1.7337656863935908e-15	1.0892700368716113e-6	1.0892700381082299e-6	2.462722222990129e-15	7.460421807671587e-16
2	7	0.2121171501820593	0.2121171501820593	3.4922020391466007e-15	1.6783135559046734e-15	1.089270036855794e-6	1.0892700378960697e-6	2.275258761091639e-15	6.367866491751207e-16
2	8	0.21211715018205923	0.2121171501820593	3.5722325537829095e-15	1.6651606292687387e-15	1.08927003684055e-6	1.08927003771498e-6	2.102065646130117e-15	5.435316274095946e-16
